frame,timestamp,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,right_wrist_x,right_wrist_y,right_wrist_z,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_pitch_joint,right_wrist_roll_joint,right_wrist_yaw_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_pitch_joint,left_wrist_roll_joint,left_wrist_yaw_joint
1,2025-07-17T23:35:24.200472,0.17319543659687042,-0.4107951521873474,-0.07019712775945663,0.22232642769813538,-0.24518346786499023,-0.20386826992034912,0.11455710232257843,-0.33780720829963684,-0.3815269470214844,-0.16129599511623383,-0.4191746115684509,-0.1111304759979248,-0.21881911158561707,-0.2593773901462555,-0.19004525244235992,-0.16079331934452057,-0.22663986682891846,-0.35153353214263916,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
2,2025-07-17T23:35:24.324628,0.1671304851770401,-0.40739864110946655,-0.08272696286439896,0.20596946775913239,-0.25316122174263,-0.20330893993377686,0.0996515229344368,-0.3457561433315277,-0.35243797302246094,-0.1621355265378952,-0.41407039761543274,-0.12180328369140625,-0.20649176836013794,-0.2510596215724945,-0.1915971338748932,-0.13959652185440063,-0.23322540521621704,-0.3433406352996826,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
3,2025-07-17T23:35:24.358562,0.16958531737327576,-0.40957167744636536,-0.08942022919654846,0.20567505061626434,-0.2600199580192566,-0.22906172275543213,0.09788050502538681,-0.36868783831596375,-0.3896195888519287,-0.16264958679676056,-0.4194755554199219,-0.12195348739624023,-0.2109285295009613,-0.27144956588745117,-0.21660810708999634,-0.14462216198444366,-0.2808306813240051,-0.37869083881378174,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
4,2025-07-17T23:35:24.458939,0.17833645641803741,-0.3954521417617798,-0.09929569065570831,0.224931001663208,-0.2351371794939041,-0.22819209098815918,0.1185913234949112,-0.3365408182144165,-0.40781736373901367,-0.1524655967950821,-0.4201095402240753,-0.12012863159179688,-0.24916164577007294,-0.27742907404899597,-0.13928407430648804,-0.2532082498073578,-0.19146598875522614,-0.27906715869903564,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
5,2025-07-17T23:35:24.523236,0.1785360723733902,-0.3988214433193207,-0.09211452305316925,0.219874307513237,-0.24874408543109894,-0.21795928478240967,0.10377670079469681,-0.3580397665500641,-0.38611769676208496,-0.15048480033874512,-0.41708904504776,-0.11755585670471191,-0.20692624151706696,-0.2487676739692688,-0.1433754563331604,-0.20041458308696747,-0.15934927761554718,-0.2969127893447876,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
6,2025-07-17T23:35:24.624613,0.16961359977722168,-0.39728373289108276,-0.10273711383342743,0.2022785097360611,-0.25132331252098083,-0.2254037857055664,0.07569205015897751,-0.3836132884025574,-0.36792826652526855,-0.15722034871578217,-0.40500035881996155,-0.12172961235046387,-0.19996245205402374,-0.22809334099292755,-0.13920800387859344,-0.2059262990951538,-0.13994711637496948,-0.28627240657806396,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
7,2025-07-17T23:35:24.723125,0.16920635104179382,-0.40720832347869873,-0.09177999198436737,0.20076175034046173,-0.2649857997894287,-0.21754777431488037,0.08235371857881546,-0.38138145208358765,-0.3664078712463379,-0.1579558402299881,-0.4098834693431854,-0.11551046371459961,-0.19041408598423004,-0.23889075219631195,-0.16958767175674438,-0.15618622303009033,-0.21229706704616547,-0.3340543508529663,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
8,2025-07-17T23:35:24.825020,0.16705018281936646,-0.40714144706726074,-0.09234127402305603,0.1930503249168396,-0.2642531096935272,-0.21371150016784668,0.08039893954992294,-0.38453376293182373,-0.34476375579833984,-0.1597975194454193,-0.40834683179855347,-0.11723184585571289,-0.18271128833293915,-0.24658407270908356,-0.19687612354755402,-0.11570131778717041,-0.27092641592025757,-0.35010600090026855,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
9,2025-07-17T23:35:24.924090,0.1598557084798813,-0.4054575562477112,-0.10118631273508072,0.18541260063648224,-0.2683653235435486,-0.2245699167251587,0.0792921632528305,-0.384893536567688,-0.3458571434020996,-0.16505974531173706,-0.40564751625061035,-0.1231687068939209,-0.1926746368408203,-0.24843595921993256,-0.20894713699817657,-0.13287010788917542,-0.2739521563053131,-0.3738222122192383,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
10,2025-07-17T23:35:25.023964,0.158657044172287,-0.4062560498714447,-0.0998489111661911,0.19120493531227112,-0.267511248588562,-0.2268613576889038,0.06606445461511612,-0.39064013957977295,-0.35080862045288086,-0.16568300127983093,-0.40307044982910156,-0.11941766738891602,-0.19094648957252502,-0.22968757152557373,-0.16933219134807587,-0.16450679302215576,-0.1818191558122635,-0.32485997676849365,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
11,2025-07-17T23:35:25.129674,0.16670088469982147,-0.40339043736457825,-0.08639398217201233,0.2010314166545868,-0.25180137157440186,-0.20021867752075195,0.08114039897918701,-0.3669602870941162,-0.3261301517486572,-0.159641295671463,-0.4004449248313904,-0.10938167572021484,-0.1879224330186844,-0.22604748606681824,-0.1670343428850174,-0.14752615988254547,-0.20959842205047607,-0.3147059679031372,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
12,2025-07-17T23:35:25.224705,0.16473759710788727,-0.40309756994247437,-0.07611565291881561,0.2088259905576706,-0.26116472482681274,-0.17374682426452637,0.08852090686559677,-0.3746033012866974,-0.28716611862182617,-0.1625971496105194,-0.39821574091911316,-0.10246801376342773,-0.19607388973236084,-0.21974895894527435,-0.12591594457626343,-0.1755482405424118,-0.1470288634300232,-0.24919438362121582,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
13,2025-07-17T23:35:25.323016,0.15892870724201202,-0.40631768107414246,-0.07384512573480606,0.19384750723838806,-0.2693942189216614,-0.17961692810058594,0.06737391650676727,-0.3873765170574188,-0.2947657108306885,-0.1663760393857956,-0.3937445282936096,-0.0983879566192627,-0.19315771758556366,-0.21766532957553864,-0.12966684997081757,-0.17614877223968506,-0.1517593264579773,-0.25455498695373535,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
14,2025-07-17T23:35:25.422275,0.16418056190013885,-0.4035586416721344,-0.06397291272878647,0.2110477238893509,-0.24903006851673126,-0.17200613021850586,0.08405753970146179,-0.36453551054000854,-0.3002746105194092,-0.16064848005771637,-0.39509931206703186,-0.08816337585449219,-0.19309934973716736,-0.1991765946149826,-0.1134803518652916,-0.19135212898254395,-0.0805368572473526,-0.2613563537597656,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
15,2025-07-17T23:35:25.522745,0.1579113006591797,-0.40842095017433167,-0.07099698483943939,0.19874858856201172,-0.2603399157524109,-0.17870306968688965,0.07497527450323105,-0.3784421980381012,-0.32291269302368164,-0.15842895209789276,-0.4003525376319885,-0.0902554988861084,-0.20484288036823273,-0.21091946959495544,-0.10995636880397797,-0.21575404703617096,-0.0769299790263176,-0.23976516723632812,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
16,2025-07-17T23:35:25.557783,0.16445456445217133,-0.4129197299480438,-0.06309579312801361,0.22050385177135468,-0.2510228157043457,-0.18195724487304688,0.0983225554227829,-0.3413707911968231,-0.34345173835754395,-0.15979236364364624,-0.40265989303588867,-0.08697795867919922,-0.1973010152578354,-0.20124994218349457,-0.1303446739912033,-0.19254277646541595,-0.08054453879594803,-0.28804123401641846,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
17,2025-07-17T23:35:25.655712,0.16771362721920013,-0.41902849078178406,-0.0627756416797638,0.22993385791778564,-0.26580482721328735,-0.17178666591644287,0.1146889254450798,-0.347819447517395,-0.33214664459228516,-0.16128751635551453,-0.40771594643592834,-0.09435844421386719,-0.20993347465991974,-0.21302376687526703,-0.12557150423526764,-0.2027789056301117,-0.09105280041694641,-0.2732822895050049,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
18,2025-07-17T23:35:25.755976,0.1671391725540161,-0.41069459915161133,-0.07450640946626663,0.23023559153079987,-0.2586982846260071,-0.1717667579650879,0.11368638277053833,-0.3408087193965912,-0.3113093376159668,-0.16626529395580292,-0.4028504490852356,-0.10950803756713867,-0.19484055042266846,-0.2109125703573227,-0.13004474341869354,-0.17716459929943085,-0.10326516628265381,-0.2669546604156494,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
19,2025-07-17T23:35:25.855832,0.15304076671600342,-0.4149474501609802,-0.07459333539009094,0.21698518097400665,-0.26589444279670715,-0.18802273273468018,0.09780015051364899,-0.3601700961589813,-0.33353447914123535,-0.1731022447347641,-0.4049461781978607,-0.1036224365234375,-0.2111900895833969,-0.19996194541454315,-0.12456628680229187,-0.21406368911266327,-0.06424347311258316,-0.26464056968688965,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
20,2025-07-17T23:35:25.954700,0.1672750562429428,-0.4123336672782898,-0.06861156225204468,0.22990965843200684,-0.24958957731723785,-0.17235028743743896,0.10783989727497101,-0.3294917345046997,-0.3295559883117676,-0.1633702665567398,-0.4019488990306854,-0.09896159172058105,-0.1982554942369461,-0.20208804309368134,-0.13592326641082764,-0.1821593940258026,-0.09605881571769714,-0.285885214805603,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
21,2025-07-17T23:35:26.058365,0.16622380912303925,-0.40859636664390564,-0.07946224510669708,0.2174856811761856,-0.25043267011642456,-0.18723046779632568,0.09355920553207397,-0.3544797897338867,-0.3350217342376709,-0.1615796834230423,-0.4050401747226715,-0.10090470314025879,-0.20826764404773712,-0.21943175792694092,-0.13857808709144592,-0.2046557366847992,-0.11772758513689041,-0.2845468521118164,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
22,2025-07-17T23:35:26.188928,0.16260936856269836,-0.4057742655277252,-0.08186456561088562,0.22213426232337952,-0.24945323169231415,-0.18352031707763672,0.10256993025541306,-0.3472854197025299,-0.33006834983825684,-0.1642504334449768,-0.3955383896827698,-0.10799980163574219,-0.20172876119613647,-0.19831188023090363,-0.12795408070087433,-0.20170025527477264,-0.08430054038763046,-0.25892627239227295,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
23,2025-07-17T23:35:26.289817,0.159457728266716,-0.4062350392341614,-0.08372791111469269,0.2048661857843399,-0.2543128430843353,-0.19482040405273438,0.08207721263170242,-0.3783802092075348,-0.3339107036590576,-0.16437526047229767,-0.3976964056491852,-0.10411930084228516,-0.1980411559343338,-0.20306971669197083,-0.12787474691867828,-0.20554105937480927,-0.08858154714107513,-0.26100218296051025,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
24,2025-07-17T23:35:26.388474,0.1635061502456665,-0.4063570499420166,-0.07668803632259369,0.21515537798404694,-0.24885410070419312,-0.1818993091583252,0.08930007368326187,-0.35632991790771484,-0.32017087936401367,-0.16538545489311218,-0.39622020721435547,-0.10101461410522461,-0.19468116760253906,-0.19964662194252014,-0.13442975282669067,-0.19608837366104126,-0.08758658915758133,-0.28081655502319336,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
25,2025-07-17T23:35:26.489360,0.1620090752840042,-0.40623465180397034,-0.0748455822467804,0.1984906643629074,-0.24402886629104614,-0.18952727317810059,0.07253620773553848,-0.36162421107292175,-0.3252418041229248,-0.16188497841358185,-0.3957325220108032,-0.0937495231628418,-0.18803328275680542,-0.19817794859409332,-0.1506752222776413,-0.17592965066432953,-0.11947926878929138,-0.2962881326675415,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
26,2025-07-17T23:35:26.589240,0.1634168177843094,-0.4076211750507355,-0.07533971965312958,0.20287570357322693,-0.24568849802017212,-0.1884002685546875,0.07984527200460434,-0.37436461448669434,-0.337817907333374,-0.1588364839553833,-0.39751219749450684,-0.0948636531829834,-0.20828479528427124,-0.2062530219554901,-0.1418781280517578,-0.20558850467205048,-0.11115332692861557,-0.28571414947509766,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
27,2025-07-17T23:35:26.689079,0.1601954698562622,-0.4089444875717163,-0.07119561731815338,0.20503604412078857,-0.25087684392929077,-0.17849910259246826,0.09335897117853165,-0.36616650223731995,-0.32094597816467285,-0.16362762451171875,-0.40040937066078186,-0.0934748649597168,-0.20212550461292267,-0.1942765712738037,-0.1204347163438797,-0.21292975544929504,-0.06333279609680176,-0.2643897533416748,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
28,2025-07-17T23:35:26.789353,0.16131086647510529,-0.4215833842754364,-0.06325706094503403,0.23712803423404694,-0.2657221853733063,-0.16815149784088135,0.14352811872959137,-0.33524608612060547,-0.34963369369506836,-0.1641255021095276,-0.4074701964855194,-0.10338044166564941,-0.2105986773967743,-0.2103898972272873,-0.14085820317268372,-0.20029765367507935,-0.09742087125778198,-0.28581929206848145,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
29,2025-07-17T23:35:26.888309,0.17362584173679352,-0.4274568259716034,-0.0587126649916172,0.2497420608997345,-0.2757478654384613,-0.18559813499450684,0.1384464055299759,-0.32864129543304443,-0.37559056282043457,-0.16285838186740875,-0.42031124234199524,-0.09963846206665039,-0.2221718728542328,-0.2596625089645386,-0.19314506649971008,-0.16921301186084747,-0.19938354194164276,-0.36636650562286377,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
30,2025-07-17T23:35:26.990119,0.18645595014095306,-0.4490075707435608,-0.07030986994504929,0.2910008728504181,-0.2896505892276764,-0.10480046272277832,0.2707435190677643,-0.1425071507692337,-0.279376745223999,-0.15090543031692505,-0.4294266104698181,-0.11514830589294434,-0.269815057516098,-0.23228420317173004,-0.11663246899843216,-0.2843940258026123,-0.0971987247467041,-0.2128523588180542,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
31,2025-07-17T23:35:27.089311,0.18949036300182343,-0.45180749893188477,-0.06357135623693466,0.2883356213569641,-0.2843038737773895,-0.09027516841888428,0.2820723056793213,-0.12177049368619919,-0.23148894309997559,-0.14637689292430878,-0.44236573576927185,-0.11245965957641602,-0.26620352268218994,-0.23724670708179474,-0.09893013536930084,-0.26727548241615295,-0.06777818500995636,-0.18132901191711426,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
32,2025-07-17T23:35:27.188120,0.19235408306121826,-0.4471338093280792,-0.06662305444478989,0.2871882915496826,-0.2706291377544403,-0.08433866500854492,0.28535643219947815,-0.10651751607656479,-0.2173447608947754,-0.14498917758464813,-0.4465910494327545,-0.11090278625488281,-0.2550623416900635,-0.24412815272808075,-0.09505559504032135,-0.26780787110328674,-0.09620707482099533,-0.18902552127838135,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
33,2025-07-17T23:35:27.288992,0.1871204972267151,-0.44900399446487427,-0.061551760882139206,0.2770136296749115,-0.2775558829307556,-0.07271313667297363,0.28056415915489197,-0.12628862261772156,-0.19692206382751465,-0.1498989313840866,-0.44228827953338623,-0.11737751960754395,-0.2534324526786804,-0.2329150140285492,-0.09469082951545715,-0.24767319858074188,-0.06936214119195938,-0.17876768112182617,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
34,2025-07-17T23:35:27.387912,0.18563173711299896,-0.45161154866218567,-0.05500086024403572,0.27538836002349854,-0.2912006080150604,-0.07941961288452148,0.279560387134552,-0.15347149968147278,-0.22425532341003418,-0.1472884565591812,-0.44177302718162537,-0.11008954048156738,-0.23699791729450226,-0.2350870668888092,-0.09517526626586914,-0.23731696605682373,-0.07738784700632095,-0.17794346809387207,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
35,2025-07-17T23:35:27.489575,0.18382470309734344,-0.45055481791496277,-0.05767706409096718,0.2737732529640198,-0.28831571340560913,-0.07479429244995117,0.2810195982456207,-0.15290382504463196,-0.2170400619506836,-0.14725632965564728,-0.4406721293926239,-0.11098241806030273,-0.2372014820575714,-0.23253566026687622,-0.09271152317523956,-0.23493196070194244,-0.07679536193609238,-0.17881500720977783,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
36,2025-07-17T23:35:27.588225,0.1873953640460968,-0.4416615068912506,-0.06791327148675919,0.2679901719093323,-0.260317325592041,-0.07844436168670654,0.28206080198287964,-0.09249524027109146,-0.2027292251586914,-0.14713901281356812,-0.4437025487422943,-0.11667060852050781,-0.2625974118709564,-0.2374483346939087,-0.10252760350704193,-0.26222890615463257,-0.07437203824520111,-0.18067574501037598,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
37,2025-07-17T23:35:27.689539,0.1945185661315918,-0.44118648767471313,-0.06444550305604935,0.26821428537368774,-0.253609836101532,-0.06857872009277344,0.28786593675613403,-0.0814262256026268,-0.19414496421813965,-0.13648749887943268,-0.44282349944114685,-0.1210181713104248,-0.25380921363830566,-0.2311980128288269,-0.10914099216461182,-0.26226332783699036,-0.06423968821763992,-0.18786799907684326,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
38,2025-07-17T23:35:27.786940,0.18795543909072876,-0.44018232822418213,-0.059718042612075806,0.2731991708278656,-0.2624155282974243,-0.09228181838989258,0.28843486309051514,-0.0954659953713417,-0.2465202808380127,-0.14238709211349487,-0.43876487016677856,-0.11734437942504883,-0.2539677321910858,-0.22822634875774384,-0.11762480437755585,-0.2595474421977997,-0.05571341887116432,-0.21386420726776123,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
39,2025-07-17T23:35:27.913072,0.19616395235061646,-0.4404570758342743,-0.06330706179141998,0.2713639438152313,-0.24945634603500366,-0.0783611536026001,0.2835380434989929,-0.07338833063840866,-0.20637273788452148,-0.13856680691242218,-0.44398412108421326,-0.11702823638916016,-0.25493311882019043,-0.23282016813755035,-0.10539376735687256,-0.2574830949306488,-0.06637611240148544,-0.1886366605758667,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
40,2025-07-17T23:35:28.021517,0.19275128841400146,-0.44516974687576294,-0.05616152286529541,0.3005208373069763,-0.2659871280193329,-0.07415568828582764,0.312778502702713,-0.10223566740751266,-0.20430874824523926,-0.14941324293613434,-0.4416247606277466,-0.10725212097167969,-0.26502951979637146,-0.23207806050777435,-0.08513281494379044,-0.27656710147857666,-0.05568505823612213,-0.15874075889587402,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
41,2025-07-17T23:35:28.121679,0.20202262699604034,-0.4397755265235901,-0.05807454511523247,0.2894762456417084,-0.24880506098270416,-0.08771395683288574,0.289639413356781,-0.06263188272714615,-0.21116352081298828,-0.13737356662750244,-0.44461315870285034,-0.09768009185791016,-0.27703657746315,-0.24495252966880798,-0.09493444859981537,-0.2896546423435211,-0.07850532233715057,-0.18183577060699463,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
42,2025-07-17T23:35:28.221530,0.1896021068096161,-0.4517001807689667,-0.06763197481632233,0.28969767689704895,-0.26274070143699646,-0.10247635841369629,0.2914176285266876,-0.08095759153366089,-0.23635315895080566,-0.1535540074110031,-0.4450998902320862,-0.10184311866760254,-0.26891252398490906,-0.23810464143753052,-0.08995027840137482,-0.28884875774383545,-0.06610363721847534,-0.16915440559387207,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
43,2025-07-17T23:35:28.321382,0.16316603124141693,-0.4425010681152344,-0.07768846303224564,0.28838038444519043,-0.26933223009109497,-0.11183202266693115,0.3497023582458496,-0.07806593179702759,-0.23111486434936523,-0.15536709129810333,-0.4242281913757324,-0.10868477821350098,-0.2637407183647156,-0.23190200328826904,-0.10371989756822586,-0.2948186993598938,-0.05807214602828026,-0.18708562850952148,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
44,2025-07-17T23:35:28.422788,0.1674225926399231,-0.4219379723072052,-0.045686155557632446,0.2687225937843323,-0.2345268577337265,-0.10127580165863037,0.3052850067615509,-0.08455678075551987,-0.2274150848388672,-0.16846448183059692,-0.4263657033443451,-0.07612299919128418,-0.2880896329879761,-0.3027530908584595,-0.21813276410102844,-0.2808752655982971,-0.3630521893501282,-0.45884811878204346,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
