frame,timestamp,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,right_wrist_x,right_wrist_y,right_wrist_z,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_pitch_joint,right_wrist_roll_joint,right_wrist_yaw_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_pitch_joint,left_wrist_roll_joint,left_wrist_yaw_joint
45,2025-07-17T23:35:28.520992,0.16621258854866028,-0.4523366093635559,-0.026095770299434662,0.31703630089759827,-0.3985920250415802,-0.15178346633911133,0.25952425599098206,-0.4989181160926819,-0.3029472827911377,-0.14209963381290436,-0.41899728775024414,-0.07185101509094238,-0.26325029134750366,-0.3844137191772461,-0.21007311344146729,-0.29642927646636963,-0.5330303311347961,-0.35746467113494873,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
46,2025-07-17T23:35:28.623193,0.170477494597435,-0.4228742718696594,-0.06184311956167221,0.34751424193382263,-0.313956618309021,-0.07499778270721436,0.4483059048652649,-0.19942443072795868,-0.16262555122375488,-0.19792284071445465,-0.4070190489292145,-0.11437511444091797,-0.39671972393989563,-0.47779983282089233,-0.26470592617988586,-0.3113199472427368,-0.6219161748886108,-0.4110327959060669,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
47,2025-07-17T23:35:28.720736,0.14703798294067383,-0.4191344380378723,-0.12090934813022614,0.29849427938461304,-0.49166375398635864,-0.24296176433563232,0.18633821606636047,-0.6571228504180908,-0.29501795768737793,-0.16431783139705658,-0.3965970277786255,-0.11949610710144043,-0.34922248125076294,-0.5314792990684509,-0.12305878102779388,-0.2332632839679718,-0.693005383014679,-0.022894978523254395,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
48,2025-07-17T23:35:28.820641,0.15483754873275757,-0.41909459233283997,-0.142249196767807,0.2958814203739166,-0.5193701982498169,-0.26644623279571533,0.13791614770889282,-0.6938061714172363,-0.2867608070373535,-0.16276217997074127,-0.402190625667572,-0.12136363983154297,-0.3350702226161957,-0.5512998104095459,-0.12571896612644196,-0.20114395022392273,-0.7238866090774536,-0.004459023475646973,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
49,2025-07-17T23:35:28.921547,0.15707877278327942,-0.43708091974258423,-0.11416477710008621,0.2868902087211609,-0.5334217548370361,-0.25675153732299805,0.12204436212778091,-0.7163032293319702,-0.2899293899536133,-0.15879112482070923,-0.41718393564224243,-0.08100008964538574,-0.33512431383132935,-0.5644909143447876,-0.08832908421754837,-0.20357277989387512,-0.7419843077659607,0.024562954902648926,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
50,2025-07-17T23:35:29.021923,0.1525837779045105,-0.4334580898284912,-0.1204683855175972,0.28059902787208557,-0.5229856967926025,-0.2662365436553955,0.11788737028837204,-0.6981912851333618,-0.3084104061126709,-0.15571418404579163,-0.4184395968914032,-0.10138082504272461,-0.32846975326538086,-0.552670419216156,-0.1105724349617958,-0.1955028772354126,-0.7241639494895935,-0.008386015892028809,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
51,2025-07-17T23:35:29.122691,0.15703916549682617,-0.44215115904808044,-0.09131567180156708,0.3043602406978607,-0.5445566177368164,-0.2263796329498291,0.1431623250246048,-0.7292313575744629,-0.25754714012145996,-0.16165988147258759,-0.4228602349758148,-0.06305122375488281,-0.3318949043750763,-0.5539058446884155,-0.08282535523176193,-0.2031787931919098,-0.7358090877532959,0.015591263771057129,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
52,2025-07-17T23:35:29.221179,0.15465858578681946,-0.4348560869693756,-0.10830308496952057,0.2954121232032776,-0.5242655873298645,-0.24714338779449463,0.14582648873329163,-0.7114761471748352,-0.28760313987731934,-0.1666237860918045,-0.41476643085479736,-0.08166790008544922,-0.3300677537918091,-0.5446391701698303,-0.10768096148967743,-0.20376518368721008,-0.7346442937850952,-0.03196394443511963,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
53,2025-07-17T23:35:29.321991,0.14912649989128113,-0.43666160106658936,-0.09296612441539764,0.282751202583313,-0.5274756550788879,-0.21232080459594727,0.14358696341514587,-0.7402358055114746,-0.24488377571105957,-0.1613142043352127,-0.413947731256485,-0.05893230438232422,-0.3373689353466034,-0.5523645281791687,-0.06180888041853905,-0.2151622623205185,-0.7587798237800598,0.05595386028289795,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
54,2025-07-17T23:35:29.420903,0.15756464004516602,-0.4342156648635864,-0.10193252563476562,0.2991795837879181,-0.5093720555305481,-0.23373007774353027,0.189702570438385,-0.7010958194732666,-0.29583072662353516,-0.15809191763401031,-0.41107961535453796,-0.08611750602722168,-0.3167039752006531,-0.5291882753372192,-0.10201600193977356,-0.20283032953739166,-0.7276678681373596,-0.03221404552459717,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
55,2025-07-17T23:35:29.521519,0.1741604506969452,-0.4300704896450043,-0.05736882612109184,0.31450140476226807,-0.3683108389377594,-0.14153671264648438,0.3366324305534363,-0.3710326552391052,-0.24005746841430664,-0.149464413523674,-0.4282127022743225,-0.07297825813293457,-0.3128684163093567,-0.5118585824966431,-0.20647494494915009,-0.17021819949150085,-0.685653030872345,-0.2867823839187622,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
56,2025-07-17T23:35:29.626584,0.16647759079933167,-0.4175817370414734,-0.06871315836906433,0.26950252056121826,-0.2720775604248047,-0.12821745872497559,0.3217841386795044,-0.19155463576316833,-0.21712255477905273,-0.15598322451114655,-0.4217376708984375,-0.07896995544433594,-0.3206653296947479,-0.4727671146392822,-0.2375016063451767,-0.18159805238246918,-0.6636383533477783,-0.3514742851257324,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
57,2025-07-17T23:35:29.720882,0.17315573990345,-0.423606812953949,-0.06148959696292877,0.2808699607849121,-0.3024088144302368,-0.14307808876037598,0.31978467106819153,-0.2542601227760315,-0.24613022804260254,-0.16144710779190063,-0.4201240837574005,-0.06812167167663574,-0.30665111541748047,-0.4794232249259949,-0.2310580015182495,-0.17864713072776794,-0.6718088984489441,-0.3421444892883301,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
58,2025-07-17T23:35:29.822276,0.16478073596954346,-0.4243801534175873,-0.06779259443283081,0.2854059934616089,-0.43988412618637085,-0.20241951942443848,0.17590931057929993,-0.6446298360824585,-0.269885778427124,-0.13625958561897278,-0.40837720036506653,-0.05238509178161621,-0.2786630094051361,-0.4896478056907654,-0.1516892910003662,-0.18898150324821472,-0.7099385261535645,-0.18085002899169922,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
59,2025-07-17T23:35:29.936567,0.16186009347438812,-0.4393777847290039,-0.07732051610946655,0.2892206311225891,-0.48143625259399414,-0.21098709106445312,0.15669292211532593,-0.7085227370262146,-0.27485060691833496,-0.1425667405128479,-0.4195006191730499,-0.05974864959716797,-0.2723313570022583,-0.5001997351646423,-0.14780938625335693,-0.18496589362621307,-0.7172737121582031,-0.1741722822189331,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
60,2025-07-17T23:35:30.071061,0.16705133020877838,-0.4381028711795807,-0.08199549466371536,0.2914609909057617,-0.4927626848220825,-0.21432793140411377,0.17436213791370392,-0.7033742070198059,-0.2773151397705078,-0.1407301425933838,-0.41850507259368896,-0.0658731460571289,-0.27789002656936646,-0.5138233304023743,-0.16574284434318542,-0.169806569814682,-0.7287154197692871,-0.18948566913604736,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
61,2025-07-17T23:35:30.200253,0.15894104540348053,-0.4339614808559418,-0.05322753265500069,0.3017752468585968,-0.3920527696609497,-0.1616363525390625,0.24273623526096344,-0.515320897102356,-0.2532007694244385,-0.1466866135597229,-0.4242391884326935,-0.06650447845458984,-0.28109344840049744,-0.48504123091697693,-0.1815532147884369,-0.17392238974571228,-0.6911354064941406,-0.23326921463012695,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
62,2025-07-17T23:35:30.293601,0.160279780626297,-0.4350413978099823,-0.07759317755699158,0.3046967685222626,-0.43229538202285767,-0.22343552112579346,0.19837446510791779,-0.6103253960609436,-0.31758618354797363,-0.14999572932720184,-0.416881263256073,-0.07762575149536133,-0.2717495858669281,-0.4809015691280365,-0.19745898246765137,-0.17072173953056335,-0.6850163340568542,-0.2477329969406128,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
63,2025-07-17T23:35:30.393499,0.16307128965854645,-0.4342304766178131,-0.08506760001182556,0.30598923563957214,-0.48271748423576355,-0.2194957733154297,0.1897333562374115,-0.6890833377838135,-0.28678035736083984,-0.1442088633775711,-0.4157778024673462,-0.07827186584472656,-0.2852343022823334,-0.5008344054222107,-0.18420280516147614,-0.17750516533851624,-0.7127285003662109,-0.21538734436035156,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
64,2025-07-17T23:35:30.488591,0.16404828429222107,-0.4345076382160187,-0.08822968602180481,0.30423659086227417,-0.47802358865737915,-0.23109328746795654,0.1897297203540802,-0.6965448260307312,-0.3055095672607422,-0.15380744636058807,-0.41035404801368713,-0.08169174194335938,-0.26531413197517395,-0.4909327030181885,-0.18496845662593842,-0.1788269430398941,-0.7223166823387146,-0.205802321434021,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
65,2025-07-17T23:35:30.587583,0.1627080738544464,-0.4355860948562622,-0.042503051459789276,0.3031475245952606,-0.4138374626636505,-0.16017460823059082,0.22615623474121094,-0.5650638341903687,-0.2476332187652588,-0.14242304861545563,-0.4205928444862366,-0.06643939018249512,-0.27138400077819824,-0.4817200303077698,-0.19687950611114502,-0.17569343745708466,-0.6952468156814575,-0.2615506649017334,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
66,2025-07-17T23:35:30.627908,0.16363561153411865,-0.4367977976799011,-0.07032060623168945,0.2984519302845001,-0.45608916878700256,-0.21001708507537842,0.1942986100912094,-0.6608282327651978,-0.2870826721191406,-0.14491018652915955,-0.4203157424926758,-0.06767511367797852,-0.27534937858581543,-0.5045042037963867,-0.17173634469509125,-0.18061357736587524,-0.7252341508865356,-0.20341205596923828,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
67,2025-07-17T23:35:30.721254,0.16195999085903168,-0.43108582496643066,-0.09950704127550125,0.3068959414958954,-0.4692302346229553,-0.2511981725692749,0.18684211373329163,-0.6836349368095398,-0.32747673988342285,-0.15450133383274078,-0.41161760687828064,-0.07775616645812988,-0.27937763929367065,-0.488305002450943,-0.15501895546913147,-0.19480982422828674,-0.7014444470405579,-0.15666234493255615,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
68,2025-07-17T23:35:30.949482,0.1594950407743454,-0.43352240324020386,-0.07541488856077194,0.30332547426223755,-0.4835659861564636,-0.20404517650604248,0.2017499953508377,-0.7065458297729492,-0.2731609344482422,-0.1542959213256836,-0.4118634760379791,-0.07165098190307617,-0.28794291615486145,-0.5043807029724121,-0.16272521018981934,-0.1867409646511078,-0.7396600246429443,-0.17972588539123535,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
69,2025-07-17T23:35:31.054950,0.15724949538707733,-0.4258008301258087,-0.09362032264471054,0.30740535259246826,-0.48070305585861206,-0.22909832000732422,0.201089009642601,-0.6951202750205994,-0.3049037456512451,-0.15780577063560486,-0.4048275053501129,-0.08453845977783203,-0.3039741814136505,-0.4976704716682434,-0.16254810988903046,-0.20167702436447144,-0.7221542000770569,-0.17029309272766113,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
70,2025-07-17T23:35:31.154646,0.15899403393268585,-0.4390949010848999,-0.08587148040533066,0.297559916973114,-0.4968763589859009,-0.21421658992767334,0.170687735080719,-0.7132797837257385,-0.2674727439880371,-0.14990729093551636,-0.41705116629600525,-0.060141563415527344,-0.29682374000549316,-0.5091485977172852,-0.13167297840118408,-0.19752392172813416,-0.7283650636672974,-0.12861144542694092,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
71,2025-07-17T23:35:31.253173,0.1559842824935913,-0.4330854117870331,-0.09230279922485352,0.30129274725914,-0.4731867015361786,-0.23410093784332275,0.18746960163116455,-0.6915081739425659,-0.30449986457824707,-0.1549907773733139,-0.41314467787742615,-0.07315802574157715,-0.30377283692359924,-0.4985062777996063,-0.14340649545192719,-0.2106284648180008,-0.7147489786148071,-0.15100371837615967,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
72,2025-07-17T23:35:31.352726,0.15680266916751862,-0.4331077039241791,-0.0939575731754303,0.2882830500602722,-0.4713354706764221,-0.234838604927063,0.16208474338054657,-0.6881769895553589,-0.29909539222717285,-0.15294909477233887,-0.4111257493495941,-0.07053852081298828,-0.3019842505455017,-0.495817095041275,-0.17631079256534576,-0.1992608904838562,-0.7127688527107239,-0.2099519968032837,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
73,2025-07-17T23:35:31.454363,0.15763254463672638,-0.43218228220939636,-0.09481504559516907,0.28793585300445557,-0.4800345301628113,-0.2348313331604004,0.1580016314983368,-0.6956064105033875,-0.29688143730163574,-0.15002155303955078,-0.41176703572273254,-0.0715949535369873,-0.2917381227016449,-0.5021554827690125,-0.16324886679649353,-0.19692325592041016,-0.7193681001663208,-0.176611065864563,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
74,2025-07-17T23:35:31.559359,0.1652751863002777,-0.4266975522041321,-0.09155253320932388,0.3010209798812866,-0.47010841965675354,-0.23075878620147705,0.1811482012271881,-0.6963825225830078,-0.30155158042907715,-0.14595927298069,-0.4075431227684021,-0.06777215003967285,-0.29132235050201416,-0.48691514134407043,-0.1660962998867035,-0.20085039734840393,-0.7222673296928406,-0.20464682579040527,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
75,2025-07-17T23:35:31.654177,0.15548862516880035,-0.4224185645580292,-0.10179184377193451,0.2967240512371063,-0.4604407548904419,-0.24157142639160156,0.1850154548883438,-0.6764578819274902,-0.30935049057006836,-0.15642721951007843,-0.40356990694999695,-0.08293557167053223,-0.3029819428920746,-0.4924432039260864,-0.1536441445350647,-0.2172841876745224,-0.7055538892745972,-0.1461935043334961,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
76,2025-07-17T23:35:31.752860,0.1459515541791916,-0.4366246461868286,-0.0944950133562088,0.2925633490085602,-0.46695417165756226,-0.22468841075897217,0.19900931417942047,-0.6735763549804688,-0.31548428535461426,-0.1712108552455902,-0.39817386865615845,-0.10728025436401367,-0.29268398880958557,-0.4670417606830597,-0.17607605457305908,-0.2548368275165558,-0.6864727735519409,-0.17723751068115234,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
77,2025-07-17T23:35:31.855059,0.13948993384838104,-0.4581141471862793,-0.09070479869842529,0.2928815186023712,-0.47604572772979736,-0.2130962610244751,0.19173994660377502,-0.6809127926826477,-0.32292985916137695,-0.16694755852222443,-0.41989031434059143,-0.0986173152923584,-0.33378422260284424,-0.4311984181404114,-0.07667651027441025,-0.426724374294281,-0.5305403470993042,-0.030800342559814453,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
78,2025-07-17T23:35:31.953945,0.1518796682357788,-0.45842739939689636,-0.08225344866514206,0.31271377205848694,-0.49871212244033813,-0.21622538566589355,0.18923461437225342,-0.690626323223114,-0.3366820812225342,-0.16444848477840424,-0.43657222390174866,-0.08679962158203125,-0.3105293810367584,-0.3558855354785919,-0.12672288715839386,-0.38562554121017456,-0.3125017285346985,-0.2136242389678955,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
79,2025-07-17T23:35:32.052833,0.15370997786521912,-0.4584885537624359,-0.07017433643341064,0.3125755488872528,-0.4590685963630676,-0.20744216442108154,0.20802249014377594,-0.6100317239761353,-0.3432149887084961,-0.16763563454151154,-0.4390481412410736,-0.09955692291259766,-0.3283129036426544,-0.3684566020965576,-0.14850172400474548,-0.3915365934371948,-0.3175797760486603,-0.24773120880126953,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
80,2025-07-17T23:35:32.154685,0.1459433138370514,-0.46286022663116455,-0.0827072337269783,0.3129497170448303,-0.4704262316226959,-0.2347954511642456,0.16294804215431213,-0.6654765009880066,-0.3702390193939209,-0.16665475070476532,-0.42552924156188965,-0.07423114776611328,-0.308337539434433,-0.3254307508468628,-0.0639900267124176,-0.41368457674980164,-0.27096766233444214,-0.10911810398101807,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
81,2025-07-17T23:35:32.252202,0.14876392483711243,-0.454978883266449,-0.07686503976583481,0.33523306250572205,-0.45520707964897156,-0.22238314151763916,0.2059619426727295,-0.6540599465370178,-0.3513493537902832,-0.16816963255405426,-0.425775945186615,-0.07839393615722656,-0.297054648399353,-0.2959124445915222,-0.03818042576313019,-0.3801177740097046,-0.16079524159431458,-0.0574721097946167,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
82,2025-07-17T23:35:32.354214,0.16273784637451172,-0.44568973779678345,-0.05449097603559494,0.3111013174057007,-0.30486777424812317,-0.10687994956970215,0.38389962911605835,-0.20281311869621277,-0.2199258804321289,-0.17744703590869904,-0.42350202798843384,-0.09406805038452148,-0.35217010974884033,-0.4340062141418457,-0.24408867955207825,-0.3205067217350006,-0.5621801614761353,-0.3987736701965332,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
83,2025-07-17T23:35:32.452854,0.16960091888904572,-0.44561296701431274,-0.03660228103399277,0.28893378376960754,-0.2801215350627899,-0.07763588428497314,0.36025533080101013,-0.149621844291687,-0.1789546012878418,-0.16488799452781677,-0.4277190864086151,-0.08880424499511719,-0.31196919083595276,-0.3753793239593506,-0.2566174864768982,-0.25406327843666077,-0.5291423201560974,-0.43593335151672363,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
84,2025-07-17T23:35:32.552303,0.1459471732378006,-0.4377902150154114,-0.06289941072463989,0.24484005570411682,-0.26209744811058044,-0.13054728507995605,0.23395055532455444,-0.16950155794620514,-0.2514066696166992,-0.17851215600967407,-0.41725680232048035,-0.08376264572143555,-0.2089949995279312,-0.2417203038930893,-0.16127203404903412,-0.19112281501293182,-0.23180197179317474,-0.35923242568969727,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
85,2025-07-17T23:35:32.652480,0.16540992259979248,-0.46176812052726746,-0.0388239286839962,0.27913209795951843,-0.326873779296875,-0.13056230545043945,0.24828048050403595,-0.2891187071800232,-0.3188183307647705,-0.1624792367219925,-0.42760422825813293,-0.08983039855957031,-0.2629282474517822,-0.2544022500514984,-0.11060093343257904,-0.2883611023426056,-0.1237754374742508,-0.21085703372955322,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
86,2025-07-17T23:35:32.753977,0.16918888688087463,-0.46258875727653503,-0.07093329727649689,0.2904406785964966,-0.3031076490879059,-0.13139140605926514,0.306111216545105,-0.15132957696914673,-0.29157519340515137,-0.16948384046554565,-0.4237438142299652,-0.1036374568939209,-0.28782254457473755,-0.2377978414297104,-0.10075646638870239,-0.31444215774536133,-0.08283423632383347,-0.19262325763702393,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
87,2025-07-17T23:35:32.852820,0.15569758415222168,-0.45877036452293396,-0.07948549836874008,0.28479984402656555,-0.28299251198768616,-0.14265763759613037,0.31848153471946716,-0.11546867340803146,-0.2892763614654541,-0.1809716820716858,-0.4180540144443512,-0.1118021011352539,-0.27991819381713867,-0.22238634526729584,-0.1336950659751892,-0.29321837425231934,-0.06623943895101547,-0.2670706510543823,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
88,2025-07-17T23:35:32.953010,0.16268382966518402,-0.4606679379940033,-0.07404434680938721,0.2977807819843292,-0.28599363565444946,-0.12962019443511963,0.34465476870536804,-0.10272586345672607,-0.2763807773590088,-0.18135447800159454,-0.41552457213401794,-0.11172652244567871,-0.27335673570632935,-0.20944707095623016,-0.11164014041423798,-0.29046928882598877,-0.024877863004803658,-0.2127985954284668,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
89,2025-07-17T23:35:33.053249,0.15251655876636505,-0.44266170263290405,-0.07968679070472717,0.282690167427063,-0.2741676867008209,-0.1311342716217041,0.3512151837348938,-0.09086135774850845,-0.2787210941314697,-0.17055456340312958,-0.4067782461643219,-0.11252236366271973,-0.2691683769226074,-0.20942072570323944,-0.16488684713840485,-0.32187527418136597,-0.05275585874915123,-0.3269648551940918,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
90,2025-07-17T23:35:33.152573,0.14984431862831116,-0.4463759660720825,-0.0812106803059578,0.2799416482448578,-0.27288708090782166,-0.13065683841705322,0.32848605513572693,-0.08313512802124023,-0.275773286819458,-0.1833614706993103,-0.41458672285079956,-0.10776352882385254,-0.26017218828201294,-0.1959301233291626,-0.1188543289899826,-0.2824830412864685,-0.015346916392445564,-0.23511266708374023,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
